ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",76036,4201,"Census Tract 63.03, Mecklenburg County, NC","14000US37119006303"
2015,"2015",0,"Total",110991,18365,"Census Tract 63.04, Mecklenburg County, NC","14000US37119006304"
2015,"2015",0,"Total",59766,14626,"Census Tract 64.03, Mecklenburg County, NC","14000US37119006403"
2015,"2015",0,"Total",159880,11608,"Census Tract 64.04, Mecklenburg County, NC","14000US37119006404"
2015,"2015",0,"Total",57311,16051,"Census Tract 64.05, Mecklenburg County, NC","14000US37119006405"
2015,"2015",0,"Total",76531,10976,"Census Tract 64.06, Mecklenburg County, NC","14000US37119006406"
2015,"2015",0,"Total",100389,8534,"Census Tract 64.07, Mecklenburg County, NC","14000US37119006407"
2014,"2014",0,"Total",92869,21092,"Census Tract 1, Mecklenburg County, NC","14000US37119000100"
2014,"2014",0,"Total",36932,21154,"Census Tract 3, Mecklenburg County, NC","14000US37119000300"
2014,"2014",0,"Total",67205,8096,"Census Tract 4, Mecklenburg County, NC","14000US37119000400"
2014,"2014",0,"Total",65500,12313,"Census Tract 5, Mecklenburg County, NC","14000US37119000500"
2014,"2014",0,"Total",59028,6599,"Census Tract 6, Mecklenburg County, NC","14000US37119000600"
2014,"2014",0,"Total",47300,13785.000000000002,"Census Tract 7, Mecklenburg County, NC","14000US37119000700"
2014,"2014",0,"Total",22188,2242,"Census Tract 8, Mecklenburg County, NC","14000US37119000800"
2014,"2014",0,"Total",30609,4916,"Census Tract 9, Mecklenburg County, NC","14000US37119000900"
2014,"2014",0,"Total",94219,28742,"Census Tract 10, Mecklenburg County, NC","14000US37119001000"
2014,"2014",0,"Total",80458,6953,"Census Tract 11, Mecklenburg County, NC","14000US37119001100"
2014,"2014",0,"Total",41487,6553,"Census Tract 12, Mecklenburg County, NC","14000US37119001200"
2014,"2014",0,"Total",25679,3298,"Census Tract 13, Mecklenburg County, NC","14000US37119001300"
2014,"2014",0,"Total",67460,7073,"Census Tract 14, Mecklenburg County, NC","14000US37119001400"
2014,"2014",0,"Total",37615,4728,"Census Tract 15.04, Mecklenburg County, NC","14000US37119001504"
2014,"2014",0,"Total",46573,17254,"Census Tract 15.05, Mecklenburg County, NC","14000US37119001505"
2014,"2014",0,"Total",23835,3461,"Census Tract 15.07, Mecklenburg County, NC","14000US37119001507"
2014,"2014",0,"Total",48603,8947,"Census Tract 15.08, Mecklenburg County, NC","14000US37119001508"
2014,"2014",0,"Total",35091,6048,"Census Tract 15.09, Mecklenburg County, NC","14000US37119001509"
2014,"2014",0,"Total",33750,2311,"Census Tract 15.10, Mecklenburg County, NC","14000US37119001510"
2014,"2014",0,"Total",30767,9488,"Census Tract 16.03, Mecklenburg County, NC","14000US37119001603"
2014,"2014",0,"Total",33250,7784.999999999999,"Census Tract 16.05, Mecklenburg County, NC","14000US37119001605"
2014,"2014",0,"Total",34014,4217,"Census Tract 16.06, Mecklenburg County, NC","14000US37119001606"
2014,"2014",0,"Total",32219,4281,"Census Tract 16.07, Mecklenburg County, NC","14000US37119001607"
2014,"2014",0,"Total",32452,6116,"Census Tract 16.08, Mecklenburg County, NC","14000US37119001608"
2014,"2014",0,"Total",34240,3509,"Census Tract 16.09, Mecklenburg County, NC","14000US37119001609"
2014,"2014",0,"Total",35864,4119,"Census Tract 17.01, Mecklenburg County, NC","14000US37119001701"
2014,"2014",0,"Total",36017,6043,"Census Tract 17.02, Mecklenburg County, NC","14000US37119001702"
2014,"2014",0,"Total",36250,14720,"Census Tract 18.01, Mecklenburg County, NC","14000US37119001801"
2014,"2014",0,"Total",39310,3630.9999999999995,"Census Tract 18.02, Mecklenburg County, NC","14000US37119001802"
2014,"2014",0,"Total",34932,2806,"Census Tract 19.10, Mecklenburg County, NC","14000US37119001910"
2014,"2014",0,"Total",42969,8643,"Census Tract 19.11, Mecklenburg County, NC","14000US37119001911"
2014,"2014",0,"Total",28999,2355,"Census Tract 19.12, Mecklenburg County, NC","14000US37119001912"
2014,"2014",0,"Total",36958,8995,"Census Tract 19.14, Mecklenburg County, NC","14000US37119001914"
2014,"2014",0,"Total",30289,7675.000000000001,"Census Tract 19.15, Mecklenburg County, NC","14000US37119001915"
2014,"2014",0,"Total",44868,11110,"Census Tract 19.16, Mecklenburg County, NC","14000US37119001916"
2014,"2014",0,"Total",45335,7560,"Census Tract 19.17, Mecklenburg County, NC","14000US37119001917"
2014,"2014",0,"Total",38455,6281,"Census Tract 19.18, Mecklenburg County, NC","14000US37119001918"
2014,"2014",0,"Total",38634,3779.0000000000005,"Census Tract 19.19, Mecklenburg County, NC","14000US37119001919"
2014,"2014",0,"Total",35105,8897,"Census Tract 19.20, Mecklenburg County, NC","14000US37119001920"
2014,"2014",0,"Total",53906,13520,"Census Tract 19.21, Mecklenburg County, NC","14000US37119001921"
2014,"2014",0,"Total",40109,5637,"Census Tract 19.22, Mecklenburg County, NC","14000US37119001922"
2014,"2014",0,"Total",36843,7233,"Census Tract 19.23, Mecklenburg County, NC","14000US37119001923"
2014,"2014",0,"Total",72485,6068,"Census Tract 20.02, Mecklenburg County, NC","14000US37119002002"
2014,"2014",0,"Total",73615,13132,"Census Tract 20.03, Mecklenburg County, NC","14000US37119002003"
2014,"2014",0,"Total",66591,15883.000000000002,"Census Tract 20.04, Mecklenburg County, NC","14000US37119002004"
2014,"2014",0,"Total",35333,5417,"Census Tract 21, Mecklenburg County, NC","14000US37119002100"
2014,"2014",0,"Total",79474,13882,"Census Tract 22, Mecklenburg County, NC","14000US37119002200"
2014,"2014",0,"Total",16902,2845,"Census Tract 23, Mecklenburg County, NC","14000US37119002300"
2014,"2014",0,"Total",72241,10459,"Census Tract 24, Mecklenburg County, NC","14000US37119002400"
2014,"2014",0,"Total",73750,7023,"Census Tract 25, Mecklenburg County, NC","14000US37119002500"
2014,"2014",0,"Total",46150,7469,"Census Tract 26, Mecklenburg County, NC","14000US37119002600"
2014,"2014",0,"Total",106016,30467,"Census Tract 27.01, Mecklenburg County, NC","14000US37119002701"
2014,"2014",0,"Total",132621,25036,"Census Tract 27.02, Mecklenburg County, NC","14000US37119002702"
2014,"2014",0,"Total",184336,27788,"Census Tract 28, Mecklenburg County, NC","14000US37119002800"
2014,"2014",0,"Total",97992,19495,"Census Tract 29.03, Mecklenburg County, NC","14000US37119002903"
2014,"2014",0,"Total",84650,4792,"Census Tract 29.04, Mecklenburg County, NC","14000US37119002904"
2014,"2014",0,"Total",148438,42523,"Census Tract 29.05, Mecklenburg County, NC","14000US37119002905"
2014,"2014",0,"Total",84174,18672,"Census Tract 29.06, Mecklenburg County, NC","14000US37119002906"
2014,"2014",0,"Total",70294,7651,"Census Tract 30.06, Mecklenburg County, NC","14000US37119003006"
2014,"2014",0,"Total",123030,19777,"Census Tract 30.07, Mecklenburg County, NC","14000US37119003007"
2014,"2014",0,"Total",64816,16511,"Census Tract 30.08, Mecklenburg County, NC","14000US37119003008"
2014,"2014",0,"Total",82903,13042,"Census Tract 30.11, Mecklenburg County, NC","14000US37119003011"
2014,"2014",0,"Total",75907,14463.999999999998,"Census Tract 30.12, Mecklenburg County, NC","14000US37119003012"
2014,"2014",0,"Total",93140,12676,"Census Tract 30.13, Mecklenburg County, NC","14000US37119003013"
2014,"2014",0,"Total",109444,7331.000000000001,"Census Tract 30.15, Mecklenburg County, NC","14000US37119003015"
2014,"2014",0,"Total",71536,14047,"Census Tract 30.16, Mecklenburg County, NC","14000US37119003016"
2014,"2014",0,"Total",80217,10443,"Census Tract 30.17, Mecklenburg County, NC","14000US37119003017"
2014,"2014",0,"Total",67628,17791,"Census Tract 30.18, Mecklenburg County, NC","14000US37119003018"
2014,"2014",0,"Total",44705,11733,"Census Tract 31.02, Mecklenburg County, NC","14000US37119003102"
2014,"2014",0,"Total",67941,6522,"Census Tract 31.03, Mecklenburg County, NC","14000US37119003103"
2014,"2014",0,"Total",85000,16240,"Census Tract 31.05, Mecklenburg County, NC","14000US37119003105"
2014,"2014",0,"Total",58021,8482,"Census Tract 31.06, Mecklenburg County, NC","14000US37119003106"
2014,"2014",0,"Total",35858,5390,"Census Tract 31.08, Mecklenburg County, NC","14000US37119003108"
2014,"2014",0,"Total",31972,2879,"Census Tract 31.09, Mecklenburg County, NC","14000US37119003109"
2014,"2014",0,"Total",50000,17783,"Census Tract 32.01, Mecklenburg County, NC","14000US37119003201"
2014,"2014",0,"Total",39566,4567,"Census Tract 32.03, Mecklenburg County, NC","14000US37119003203"
2014,"2014",0,"Total",77689,5435,"Census Tract 32.04, Mecklenburg County, NC","14000US37119003204"
2014,"2014",0,"Total",50986,11371,"Census Tract 33, Mecklenburg County, NC","14000US37119003300"
2014,"2014",0,"Total",100536,14463.999999999998,"Census Tract 34, Mecklenburg County, NC","14000US37119003400"
2014,"2014",0,"Total",102545,19929,"Census Tract 35, Mecklenburg County, NC","14000US37119003500"
2014,"2014",0,"Total",26949,4592,"Census Tract 36, Mecklenburg County, NC","14000US37119003600"
2014,"2014",0,"Total",27813,16673,"Census Tract 37, Mecklenburg County, NC","14000US37119003700"
2014,"2014",0,"Total",27500,4818,"Census Tract 38.02, Mecklenburg County, NC","14000US37119003802"
2014,"2014",0,"Total",69511,7405,"Census Tract 38.05, Mecklenburg County, NC","14000US37119003805"
2014,"2014",0,"Total",44368,2620,"Census Tract 38.06, Mecklenburg County, NC","14000US37119003806"
2014,"2014",0,"Total",33908,5100,"Census Tract 38.07, Mecklenburg County, NC","14000US37119003807"
2014,"2014",0,"Total",31717,5162,"Census Tract 38.08, Mecklenburg County, NC","14000US37119003808"
2014,"2014",0,"Total",26220,6042,"Census Tract 39.02, Mecklenburg County, NC","14000US37119003902"
2014,"2014",0,"Total",15682,4220,"Census Tract 39.03, Mecklenburg County, NC","14000US37119003903"
2014,"2014",0,"Total",29022,8086.999999999999,"Census Tract 40, Mecklenburg County, NC","14000US37119004000"
2014,"2014",0,"Total",43228,7604,"Census Tract 41, Mecklenburg County, NC","14000US37119004100"
2014,"2014",0,"Total",21198,4473,"Census Tract 42, Mecklenburg County, NC","14000US37119004200"
2014,"2014",0,"Total",27750,3560.9999999999995,"Census Tract 43.02, Mecklenburg County, NC","14000US37119004302"
2014,"2014",0,"Total",47917,10382,"Census Tract 43.03, Mecklenburg County, NC","14000US37119004303"
2014,"2014",0,"Total",38868,8800,"Census Tract 43.04, Mecklenburg County, NC","14000US37119004304"
2014,"2014",0,"Total",36057,4953,"Census Tract 43.05, Mecklenburg County, NC","14000US37119004305"
2014,"2014",0,"Total",39431,4035.9999999999995,"Census Tract 44, Mecklenburg County, NC","14000US37119004400"
2014,"2014",0,"Total",22500,4629,"Census Tract 45, Mecklenburg County, NC","14000US37119004500"
2014,"2014",0,"Total",25500,12115,"Census Tract 46, Mecklenburg County, NC","14000US37119004600"
2014,"2014",0,"Total",21136,9954,"Census Tract 47, Mecklenburg County, NC","14000US37119004700"
2014,"2014",0,"Total",26125,4919,"Census Tract 48, Mecklenburg County, NC","14000US37119004800"
2014,"2014",0,"Total",34265,15584.999999999998,"Census Tract 49, Mecklenburg County, NC","14000US37119004900"
2014,"2014",0,"Total",22330,5282,"Census Tract 50, Mecklenburg County, NC","14000US37119005000"
2014,"2014",0,"Total",20571,4328,"Census Tract 51, Mecklenburg County, NC","14000US37119005100"
2014,"2014",0,"Total",19615,2253,"Census Tract 52, Mecklenburg County, NC","14000US37119005200"
2014,"2014",0,"Total",21404,5208,"Census Tract 53.01, Mecklenburg County, NC","14000US37119005301"
2014,"2014",0,"Total",33491,7704,"Census Tract 53.05, Mecklenburg County, NC","14000US37119005305"
2014,"2014",0,"Total",26725,5351,"Census Tract 53.06, Mecklenburg County, NC","14000US37119005306"
2014,"2014",0,"Total",31424,5934,"Census Tract 53.07, Mecklenburg County, NC","14000US37119005307"
2014,"2014",0,"Total",27229,4502,"Census Tract 53.08, Mecklenburg County, NC","14000US37119005308"
2014,"2014",0,"Total",34719,3422,"Census Tract 54.01, Mecklenburg County, NC","14000US37119005401"
2014,"2014",0,"Total",33125,6710,"Census Tract 54.03, Mecklenburg County, NC","14000US37119005403"
2014,"2014",0,"Total",37582,5670,"Census Tract 54.04, Mecklenburg County, NC","14000US37119005404"
2014,"2014",0,"Total",81755,10227,"Census Tract 55.08, Mecklenburg County, NC","14000US37119005508"
2014,"2014",0,"Total",68569,5877,"Census Tract 55.09, Mecklenburg County, NC","14000US37119005509"
2014,"2014",0,"Total",46761,4747,"Census Tract 55.10, Mecklenburg County, NC","14000US37119005510"
2014,"2014",0,"Total",54697,7148,"Census Tract 55.11, Mecklenburg County, NC","14000US37119005511"
2014,"2014",0,"Total",47369,5217,"Census Tract 55.12, Mecklenburg County, NC","14000US37119005512"
2014,"2014",0,"Total",76369,11997,"Census Tract 55.13, Mecklenburg County, NC","14000US37119005513"
2014,"2014",0,"Total",65500,8378,"Census Tract 55.14, Mecklenburg County, NC","14000US37119005514"
2014,"2014",0,"Total",62600,8580,"Census Tract 55.15, Mecklenburg County, NC","14000US37119005515"
2014,"2014",0,"Total",100694,16509,"Census Tract 55.16, Mecklenburg County, NC","14000US37119005516"
2014,"2014",0,"Total",83932,7791,"Census Tract 55.17, Mecklenburg County, NC","14000US37119005517"
2014,"2014",0,"Total",80016,6521,"Census Tract 55.18, Mecklenburg County, NC","14000US37119005518"
2014,"2014",0,"Total",76233,6132,"Census Tract 55.19, Mecklenburg County, NC","14000US37119005519"
2014,"2014",0,"Total",78838,6827.999999999999,"Census Tract 55.20, Mecklenburg County, NC","14000US37119005520"
2014,"2014",0,"Total",51547,9332,"Census Tract 55.21, Mecklenburg County, NC","14000US37119005521"
2014,"2014",0,"Total",46705,9486,"Census Tract 55.22, Mecklenburg County, NC","14000US37119005522"
2014,"2014",0,"Total",41154,8188,"Census Tract 55.23, Mecklenburg County, NC","14000US37119005523"
2014,"2014",0,"Total",45497,6090,"Census Tract 55.24, Mecklenburg County, NC","14000US37119005524"
2014,"2014",0,"Total",26250,3300,"Census Tract 56.04, Mecklenburg County, NC","14000US37119005604"
2014,"2014",0,"Total",32313,5718,"Census Tract 56.05, Mecklenburg County, NC","14000US37119005605"
2014,"2014",0,"Total",26796,4962,"Census Tract 56.09, Mecklenburg County, NC","14000US37119005609"
2014,"2014",0,"Total",35985,7398,"Census Tract 56.10, Mecklenburg County, NC","14000US37119005610"
2014,"2014",0,"Total",61500,23213,"Census Tract 56.11, Mecklenburg County, NC","14000US37119005611"
2014,"2014",0,"Total",52235,14458.999999999998,"Census Tract 56.12, Mecklenburg County, NC","14000US37119005612"
2014,"2014",0,"Total",47031,10865,"Census Tract 56.13, Mecklenburg County, NC","14000US37119005613"
2014,"2014",0,"Total",77224,12523,"Census Tract 56.14, Mecklenburg County, NC","14000US37119005614"
2014,"2014",0,"Total",70486,19921,"Census Tract 56.15, Mecklenburg County, NC","14000US37119005615"
2014,"2014",0,"Total",49267,6347,"Census Tract 56.16, Mecklenburg County, NC","14000US37119005616"
2014,"2014",0,"Total",57865,10119,"Census Tract 56.17, Mecklenburg County, NC","14000US37119005617"
2014,"2014",0,"Total",72383,10372,"Census Tract 56.18, Mecklenburg County, NC","14000US37119005618"
2014,"2014",0,"Total",57366,7467,"Census Tract 56.19, Mecklenburg County, NC","14000US37119005619"
2014,"2014",0,"Total",52663,3914.9999999999995,"Census Tract 56.20, Mecklenburg County, NC","14000US37119005620"
2014,"2014",0,"Total",74270,10144,"Census Tract 56.21, Mecklenburg County, NC","14000US37119005621"
2014,"2014",0,"Total",63919,10237,"Census Tract 57.06, Mecklenburg County, NC","14000US37119005706"
2014,"2014",0,"Total",74471,7505.999999999999,"Census Tract 57.09, Mecklenburg County, NC","14000US37119005709"
2014,"2014",0,"Total",38723,3243,"Census Tract 57.10, Mecklenburg County, NC","14000US37119005710"
2014,"2014",0,"Total",71383,9729,"Census Tract 57.11, Mecklenburg County, NC","14000US37119005711"
2014,"2014",0,"Total",69856,13251,"Census Tract 57.12, Mecklenburg County, NC","14000US37119005712"
2014,"2014",0,"Total",90455,12088,"Census Tract 57.13, Mecklenburg County, NC","14000US37119005713"
2014,"2014",0,"Total",90688,5673,"Census Tract 57.14, Mecklenburg County, NC","14000US37119005714"
2014,"2014",0,"Total",65932,15247,"Census Tract 57.15, Mecklenburg County, NC","14000US37119005715"
2014,"2014",0,"Total",54375,8711,"Census Tract 57.16, Mecklenburg County, NC","14000US37119005716"
2014,"2014",0,"Total",37879,6278,"Census Tract 57.17, Mecklenburg County, NC","14000US37119005717"
2014,"2014",0,"Total",55828,4850,"Census Tract 58.11, Mecklenburg County, NC","14000US37119005811"
2014,"2014",0,"Total",41763,3338,"Census Tract 58.12, Mecklenburg County, NC","14000US37119005812"
2014,"2014",0,"Total",80242,12821,"Census Tract 58.15, Mecklenburg County, NC","14000US37119005815"
2014,"2014",0,"Total",125781,28796.000000000004,"Census Tract 58.16, Mecklenburg County, NC","14000US37119005816"
2014,"2014",0,"Total",91810,8907,"Census Tract 58.17, Mecklenburg County, NC","14000US37119005817"
2014,"2014",0,"Total",88513,5419,"Census Tract 58.23, Mecklenburg County, NC","14000US37119005823"
2014,"2014",0,"Total",42238,19117,"Census Tract 58.24, Mecklenburg County, NC","14000US37119005824"
2014,"2014",0,"Total",33605,7062.000000000001,"Census Tract 58.25, Mecklenburg County, NC","14000US37119005825"
2014,"2014",0,"Total",52813,10093,"Census Tract 58.26, Mecklenburg County, NC","14000US37119005826"
2014,"2014",0,"Total",37093,6364,"Census Tract 58.27, Mecklenburg County, NC","14000US37119005827"
2014,"2014",0,"Total",71313,13092,"Census Tract 58.28, Mecklenburg County, NC","14000US37119005828"
2014,"2014",0,"Total",29519,3797.9999999999995,"Census Tract 58.29, Mecklenburg County, NC","14000US37119005829"
2014,"2014",0,"Total",60359,5946,"Census Tract 58.30, Mecklenburg County, NC","14000US37119005830"
2014,"2014",0,"Total",56557,4656,"Census Tract 58.31, Mecklenburg County, NC","14000US37119005831"
2014,"2014",0,"Total",120893,40696,"Census Tract 58.32, Mecklenburg County, NC","14000US37119005832"
2014,"2014",0,"Total",82823,7488.000000000001,"Census Tract 58.33, Mecklenburg County, NC","14000US37119005833"
2014,"2014",0,"Total",65132,8583,"Census Tract 58.34, Mecklenburg County, NC","14000US37119005834"
2014,"2014",0,"Total",101417,8943,"Census Tract 58.35, Mecklenburg County, NC","14000US37119005835"
2014,"2014",0,"Total",75500,10512,"Census Tract 58.36, Mecklenburg County, NC","14000US37119005836"
2014,"2014",0,"Total",96328,11581,"Census Tract 58.37, Mecklenburg County, NC","14000US37119005837"
2014,"2014",0,"Total",91447,15791,"Census Tract 58.38, Mecklenburg County, NC","14000US37119005838"
2014,"2014",0,"Total",75478,12476,"Census Tract 58.39, Mecklenburg County, NC","14000US37119005839"
2014,"2014",0,"Total",114875,22822,"Census Tract 58.40, Mecklenburg County, NC","14000US37119005840"
2014,"2014",0,"Total",91332,12083,"Census Tract 58.41, Mecklenburg County, NC","14000US37119005841"
2014,"2014",0,"Total",85526,7535,"Census Tract 58.42, Mecklenburg County, NC","14000US37119005842"
2014,"2014",0,"Total",72614,16571,"Census Tract 58.43, Mecklenburg County, NC","14000US37119005843"
2014,"2014",0,"Total",109569,6729,"Census Tract 58.44, Mecklenburg County, NC","14000US37119005844"
2014,"2014",0,"Total",98625,11907,"Census Tract 58.45, Mecklenburg County, NC","14000US37119005845"
2014,"2014",0,"Total",163000,17372,"Census Tract 58.46, Mecklenburg County, NC","14000US37119005846"
2014,"2014",0,"Total",114801,13623,"Census Tract 58.47, Mecklenburg County, NC","14000US37119005847"
2014,"2014",0,"Total",123462,14989,"Census Tract 58.48, Mecklenburg County, NC","14000US37119005848"
2014,"2014",0,"Total",34732,6236,"Census Tract 59.06, Mecklenburg County, NC","14000US37119005906"
2014,"2014",0,"Total",84494,6282,"Census Tract 59.07, Mecklenburg County, NC","14000US37119005907"
2014,"2014",0,"Total",88901,33672,"Census Tract 59.08, Mecklenburg County, NC","14000US37119005908"
2014,"2014",0,"Total",72898,12766,"Census Tract 59.09, Mecklenburg County, NC","14000US37119005909"
2014,"2014",0,"Total",63516,4980,"Census Tract 59.10, Mecklenburg County, NC","14000US37119005910"
2014,"2014",0,"Total",89077,6423,"Census Tract 59.11, Mecklenburg County, NC","14000US37119005911"
2014,"2014",0,"Total",51602,7041,"Census Tract 59.12, Mecklenburg County, NC","14000US37119005912"
2014,"2014",0,"Total",60176,9016,"Census Tract 59.13, Mecklenburg County, NC","14000US37119005913"
2014,"2014",0,"Total",51591,7999.000000000001,"Census Tract 59.14, Mecklenburg County, NC","14000US37119005914"
2014,"2014",0,"Total",64141,7747.999999999999,"Census Tract 59.15, Mecklenburg County, NC","14000US37119005915"
2014,"2014",0,"Total",35350,11673,"Census Tract 59.16, Mecklenburg County, NC","14000US37119005916"
2014,"2014",0,"Total",62029,6647,"Census Tract 59.17, Mecklenburg County, NC","14000US37119005917"
2014,"2014",0,"Total",79583,19986,"Census Tract 59.18, Mecklenburg County, NC","14000US37119005918"
2014,"2014",0,"Total",60497,11762,"Census Tract 60.05, Mecklenburg County, NC","14000US37119006005"
2014,"2014",0,"Total",44079,4569,"Census Tract 60.06, Mecklenburg County, NC","14000US37119006006"
2014,"2014",0,"Total",74167,4661,"Census Tract 60.07, Mecklenburg County, NC","14000US37119006007"
2014,"2014",0,"Total",68975,4456,"Census Tract 60.08, Mecklenburg County, NC","14000US37119006008"
2014,"2014",0,"Total",55038,7597,"Census Tract 60.09, Mecklenburg County, NC","14000US37119006009"
2014,"2014",0,"Total",54583,14318.999999999998,"Census Tract 60.10, Mecklenburg County, NC","14000US37119006010"
2014,"2014",0,"Total",61993,24287,"Census Tract 61.03, Mecklenburg County, NC","14000US37119006103"
2014,"2014",0,"Total",56621,7436.000000000001,"Census Tract 61.04, Mecklenburg County, NC","14000US37119006104"
2014,"2014",0,"Total",73453,7061,"Census Tract 61.05, Mecklenburg County, NC","14000US37119006105"
2014,"2014",0,"Total",64191,8534,"Census Tract 61.06, Mecklenburg County, NC","14000US37119006106"
2014,"2014",0,"Total",67656,18444,"Census Tract 61.07, Mecklenburg County, NC","14000US37119006107"
2014,"2014",0,"Total",65740,9929,"Census Tract 61.08, Mecklenburg County, NC","14000US37119006108"
2014,"2014",0,"Total",51512,11149,"Census Tract 61.09, Mecklenburg County, NC","14000US37119006109"
2014,"2014",0,"Total",97500,18636,"Census Tract 62.03, Mecklenburg County, NC","14000US37119006203"
2014,"2014",0,"Total",108500,15240.000000000002,"Census Tract 62.04, Mecklenburg County, NC","14000US37119006204"
2014,"2014",0,"Total",63901,13179,"Census Tract 62.08, Mecklenburg County, NC","14000US37119006208"
2014,"2014",0,"Total",54044,12719,"Census Tract 62.09, Mecklenburg County, NC","14000US37119006209"
2014,"2014",0,"Total",111917,23789,"Census Tract 62.10, Mecklenburg County, NC","14000US37119006210"
2014,"2014",0,"Total",113403,20112,"Census Tract 62.11, Mecklenburg County, NC","14000US37119006211"
2014,"2014",0,"Total",76351,12540,"Census Tract 62.12, Mecklenburg County, NC","14000US37119006212"
2014,"2014",0,"Total",102346,11118,"Census Tract 62.13, Mecklenburg County, NC","14000US37119006213"
2014,"2014",0,"Total",74033,9483,"Census Tract 62.14, Mecklenburg County, NC","14000US37119006214"
2014,"2014",0,"Total",49692,6697,"Census Tract 62.15, Mecklenburg County, NC","14000US37119006215"
2014,"2014",0,"Total",77688,11974,"Census Tract 63.02, Mecklenburg County, NC","14000US37119006302"
2014,"2014",0,"Total",77233,8660,"Census Tract 63.03, Mecklenburg County, NC","14000US37119006303"
2014,"2014",0,"Total",103125,26614,"Census Tract 63.04, Mecklenburg County, NC","14000US37119006304"
2014,"2014",0,"Total",66771,19301,"Census Tract 64.03, Mecklenburg County, NC","14000US37119006403"
2014,"2014",0,"Total",158182,12557,"Census Tract 64.04, Mecklenburg County, NC","14000US37119006404"
2014,"2014",0,"Total",57118,23076,"Census Tract 64.05, Mecklenburg County, NC","14000US37119006405"
2014,"2014",0,"Total",77723,6922,"Census Tract 64.06, Mecklenburg County, NC","14000US37119006406"
2014,"2014",0,"Total",100625,12990,"Census Tract 64.07, Mecklenburg County, NC","14000US37119006407"
2013,"2013",0,"Total",87215,17025,"Census Tract 1, Mecklenburg County, NC","14000US37119000100"
2013,"2013",0,"Total",35714,12286,"Census Tract 3, Mecklenburg County, NC","14000US37119000300"
2013,"2013",0,"Total",67411,18796,"Census Tract 4, Mecklenburg County, NC","14000US37119000400"
2013,"2013",0,"Total",61064,13695.999999999998,"Census Tract 5, Mecklenburg County, NC","14000US37119000500"
2013,"2013",0,"Total",60486,5068,"Census Tract 6, Mecklenburg County, NC","14000US37119000600"
2013,"2013",0,"Total",55156,27799.000000000004,"Census Tract 7, Mecklenburg County, NC","14000US37119000700"
2013,"2013",0,"Total",23277,3326,"Census Tract 8, Mecklenburg County, NC","14000US37119000800"
2013,"2013",0,"Total",26188,9859,"Census Tract 9, Mecklenburg County, NC","14000US37119000900"
2013,"2013",0,"Total",96923,13563,"Census Tract 10, Mecklenburg County, NC","14000US37119001000"
2013,"2013",0,"Total",88047,12038,"Census Tract 11, Mecklenburg County, NC","14000US37119001100"
2013,"2013",0,"Total",44870,8690,"Census Tract 12, Mecklenburg County, NC","14000US37119001200"
2013,"2013",0,"Total",24637,3160,"Census Tract 13, Mecklenburg County, NC","14000US37119001300"
2013,"2013",0,"Total",62261,9686,"Census Tract 14, Mecklenburg County, NC","14000US37119001400"
2013,"2013",0,"Total",35710,5036,"Census Tract 15.04, Mecklenburg County, NC","14000US37119001504"
2013,"2013",0,"Total",40918,7637,"Census Tract 15.05, Mecklenburg County, NC","14000US37119001505"
2013,"2013",0,"Total",24274,5223,"Census Tract 15.07, Mecklenburg County, NC","14000US37119001507"
2013,"2013",0,"Total",48076,6922.999999999999,"Census Tract 15.08, Mecklenburg County, NC","14000US37119001508"
2013,"2013",0,"Total",33082,7125,"Census Tract 15.09, Mecklenburg County, NC","14000US37119001509"
2013,"2013",0,"Total",32429,2929,"Census Tract 15.10, Mecklenburg County, NC","14000US37119001510"
2013,"2013",0,"Total",29049,8245,"Census Tract 16.03, Mecklenburg County, NC","14000US37119001603"
2013,"2013",0,"Total",34528,6197,"Census Tract 16.05, Mecklenburg County, NC","14000US37119001605"
2013,"2013",0,"Total",32246,3257,"Census Tract 16.06, Mecklenburg County, NC","14000US37119001606"
2013,"2013",0,"Total",32703,3266,"Census Tract 16.07, Mecklenburg County, NC","14000US37119001607"
2013,"2013",0,"Total",25221,3080,"Census Tract 16.08, Mecklenburg County, NC","14000US37119001608"
2013,"2013",0,"Total",34598,3401,"Census Tract 16.09, Mecklenburg County, NC","14000US37119001609"
2013,"2013",0,"Total",31875,10083,"Census Tract 17.01, Mecklenburg County, NC","14000US37119001701"
2013,"2013",0,"Total",34450,4836,"Census Tract 17.02, Mecklenburg County, NC","14000US37119001702"
2013,"2013",0,"Total",26220,8204,"Census Tract 18.01, Mecklenburg County, NC","14000US37119001801"
2013,"2013",0,"Total",35321,7927.000000000001,"Census Tract 18.02, Mecklenburg County, NC","14000US37119001802"
2013,"2013",0,"Total",35455,2193,"Census Tract 19.10, Mecklenburg County, NC","14000US37119001910"
2013,"2013",0,"Total",47616,10237,"Census Tract 19.11, Mecklenburg County, NC","14000US37119001911"
2013,"2013",0,"Total",27466,2599,"Census Tract 19.12, Mecklenburg County, NC","14000US37119001912"
2013,"2013",0,"Total",36849,12125,"Census Tract 19.14, Mecklenburg County, NC","14000US37119001914"
2013,"2013",0,"Total",30308,4593,"Census Tract 19.15, Mecklenburg County, NC","14000US37119001915"
2013,"2013",0,"Total",46280,8833,"Census Tract 19.16, Mecklenburg County, NC","14000US37119001916"
